"","Id","source","SalePrice","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","Functional","GarageArea","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","Bath"
"435",435,"train",81000,4,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.72069568408819,1
"436",436,"train",212000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.358115358080916,2,3,"Attchd",1996,0.31664819642667,2.5
"437",437,"train",116000,3,3,"Stucco","Stucco",0,0,0,"BrkTil",7,-0.152662177327446,1,3,"Detchd",1990,-0.756366087879411,1
"438",438,"train",119000,3,4,"Wd Sdng","Wd Sdng",0,0,0,"PConc",7,-1.35995453374721,1,3,"Detchd",1926,-1.17924832883982,1
"439",439,"train",90350,3,3,"WdShing","Stucco",3,4,1,"PConc",7,-0.561284205654136,1,4,"Detchd",1990,-1.59422622884769,1
"440",440,"train",110000,3,3,"Wd Sdng","Wd Sdng",4,0,0,"BrkTil",7,0.255959850999243,1,3,"Detchd",2005,-0.602231439305057,1
"441",441,"train",555000,3,5,"VinylSd","VinylSd",0,4,2,"PConc",7,0.92461407917019,3,3,"Attchd",2008,1.78092735788303,2
"442",442,"train",118000,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.120066641200667,2
"443",443,"train",162900,3,3,"MetalSd","MetalSd",0,4,1,"PConc",7,-0.524136748533528,1,3,"Detchd",1930,0.142752695470988,2
"444",444,"train",172500,3,4,"WdShing","Wd Shng",0,4,1,"PConc",7,0.813171707808366,3,3,"Attchd",2007,-0.479714154540827,2
"445",445,"train",210000,4,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.0934397260965828,1,3,"Attchd",1994,0.804741250245458,2.5
"446",446,"train",127500,3,3,"Wd Sdng","Wd Sdng",3,4,1,"CBlock",7,0.0330751082755945,1,3,"Attchd",1956,0.371978583094386,1
"447",447,"train",190000,3,4,"BrkFace","Plywood",0,4,1,"CBlock",4,0.488131458003044,3,3,"Attchd",1966,0.765219545482803,2.5
"448",448,"train",199900,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.19445306658813,3,3,"Attchd",1998,0.761267375006537,2.5
"449",449,"train",119500,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",7,-1.27637275522584,1,3,"Detchd",1937,-0.246536096441163,2
"450",450,"train",120000,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.765595219817481,1,3,"Detchd",1981,-0.627920547400782,1.5
"451",451,"train",110000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.942045641140369,1,2,"Detchd",1932,-1.3590720855099,1
"452",452,"train",280000,3,3,"Plywood","Plywood",0,3,2,"CBlock",7,0.478844593722892,1,3,"Attchd",1975,0.0637092859456783,2
"453",453,"train",204000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.236243955848815,3,3,"Attchd",1996,0.50437629404928,2.5
"454",454,"train",210000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.943187807730494,2,3,"Attchd",2008,0.176346144519245,2.5
"455",455,"train",188000,3,3,"Plywood","Plywood",0,0,0,"CBlock",7,0.404549679481676,1,3,"Detchd",1976,0.449045907381564,2
"456",456,"train",175500,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.255959850999243,1,3,"Attchd",1973,-0.51133151835095,1.5
"457",457,"train",98000,3,3,"AsbShng","AsbShng",0,0,0,"BrkTil",7,0.186308368898103,1,2,"Detchd",1916,-0.30977082406141,1
"458",458,"train",256000,3,3,"Plywood","Plywood",0,4,2,"CBlock",6,0.260603283139319,3,3,"Attchd",1954,0.320600366902935,1
"459",459,"train",161000,4,3,"Stucco","Wd Shng",3,4,1,"PConc",7,-1.13706979102356,1,3,"Detchd",1925,0.326528622617333,1
"460",460,"train",110000,3,3,"MetalSd","MetalSd",0,3,1,"CBlock",7,-0.561284205654136,1,3,"Detchd",1950,-0.588398842638127,1
"461",461,"train",263435,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.367402222361068,3,3,"BuiltIn",2009,0.858095551675042,2.5
"462",462,"train",155000,4,4,"Wd Sdng","Wd Sdng",3,0,0,"PConc",7,0.478844593722892,2,3,"Detchd",1971,-0.722772638831154,1
"463",463,"train",62383,3,3,"MetalSd","MetalSd",2,1,1,"CBlock",7,-0.524136748533528,1,3,"Detchd",1965,-1.25829173836513,1
"464",464,"train",188700,3,3,"Stucco","Stucco",0,4,1,"CBlock",7,-1.08134860534265,1,3,"Detchd",1939,0.314672111188537,1.5
"465",465,"train",124000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.910500736453765,2
"466",466,"train",178740,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.347686327210639,3,3,"Attchd",2004,-0.171444857392118,2
"467",467,"train",167000,4,3,"Plywood","Plywood",2,1,1,"CBlock",7,0.246672986719091,1,3,"Attchd",1970,-0.442168535016304,1
"468",468,"train",146500,3,3,"MetalSd","MetalSd",0,4,2,"CBlock",7,-0.747021491257177,1,3,"Attchd",1942,0.283054747378413,1.5
"469",469,"train",250000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.82543991434494,2,3,"Attchd",2006,0.263293894997085,2
"470",470,"train",187000,3,4,"HdBoard","HdBoard",0,0,0,"PConc",7,0.153804343917571,2,3,"Attchd",1993,0.413476373095174,2.5
"471",471,"train",212000,3,4,"HdBoard","HdBoard",0,0,0,"PConc",7,0.255959850999243,2,3,"Attchd",1985,0.00245064356356319,1.5
"472",472,"train",190000,3,3,"WdShing","Plywood",0,4,1,"CBlock",7,0.2838204438397,2,3,"Attchd",1977,0.925282449771555,2.5
"473",473,"train",148000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.242029554579015,2,3,"Basment",2005,-0.847266008833517,1
"474",474,"train",440000,3,4,"VinylSd","VinylSd",0,5,1,"PConc",7,2.02046406422813,2,3,"Attchd",2006,0.939115046438484,2
"475",475,"train",251000,3,4,"CemntBd","CmentBd",0,0,0,"PConc",7,0.121300318937039,2,3,"Attchd",2000,0.298863429283475,2
"476",476,"train",132500,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.701729336446541,1,3,"Detchd",1996,-1.04882670312306,1
"477",477,"train",208900,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.163091208197723,3,3,"Attchd",1997,-0.0153341235796315,2
"478",478,"train",380000,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.02676958625186,3,3,"BuiltIn",2006,2.25716390027302,2.5
"479",479,"train",297000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.6397026287419,2,3,"Attchd",2007,0.429285055000236,2
"480",480,"train",89471,3,3,"Stucco","Stucco",3,0,0,"BrkTil",7,0.92461407917019,1,3,"Detchd",1995,-0.730676979783685,1
"481",481,"train",326000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.38895729317779,3,3,"Attchd",2004,0.690128306433758,2
"482",482,"train",374000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.86258737146555,3,3,"Attchd",2003,0.575515362622059,2
"483",483,"train",155000,3,4,"Stucco","Stucco",0,4,1,"PConc",5,-1.43424944798843,1,2,"Attchd",1915,0.642702260718573,1.5
"484",484,"train",164000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.329112598650335,1,3,"Attchd",1998,-0.562709734542402,2
"485",485,"train",132500,4,3,"HdBoard","Plywood",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1963,-0.991520231217207,1
"486",486,"train",147000,3,4,"MetalSd","MetalSd",0,4,1,"CBlock",7,-0.969906233980826,1,3,"Attchd",1950,-0.766246514070074,1
"487",487,"train",156000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,0.195595233178255,2,3,"Attchd",1965,-0.845289923595384,1.5
"488",488,"train",175000,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.0655791332561267,1,3,"Attchd",1971,-0.0331188907228262,2
"489",489,"train",160000,2,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",4,0.218812393878635,1,3,"Attchd",1970,1.80464038074063,2
"490",490,"train",86000,4,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-0.867750726899153,1,3,"Attchd",1970,-1.72069568408819,1
"491",491,"train",115000,3,3,"CemntBd","CmentBd",0,4,1,"PConc",7,-0.635579119895352,3,3,"BuiltIn",1976,-0.38881423358672,1.5
"492",492,"train",133000,3,3,"Wd Sdng","Wd Sdng",3,3,2,"CBlock",7,-1.08134860534265,1,3,"Attchd",1941,0.152633121661652,1
"493",493,"train",172785,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.203739930868282,2,3,"Attchd",2006,-0.0884492773905431,2.5
"494",494,"train",155000,3,3,"BrkFace","Wd Sdng",0,2,1,"CBlock",7,-0.765595219817481,1,3,"Detchd",1964,-0.457977216921366,1.5
"495",495,"train",91300,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-0.928115344720141,1,3,"Attchd",1938,-1.21481786312621,1
"496",496,"train",34900,3,3,"Wd Sdng","Wd Sdng",2,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.54284801265624,1
"497",497,"train",430000,3,4,"BrkFace","BrkFace",0,4,1,"PConc",7,0.339541629520612,2,3,"Attchd",1992,3.41317376458068,3
"498",498,"train",184000,4,3,"Wd Sdng","Wd Sdng",4,0,0,"PConc",7,-1.08134860534265,1,3,"Detchd",1925,0.630845749289776,2
"499",499,"train",130000,3,3,"HdBoard","HdBoard",3,0,0,"PConc",7,-0.858463862619001,3,3,"Attchd",1967,-1.18912875503048,1
"500",500,"train",120000,3,3,"MetalSd","MetalSd",1,0,0,"CBlock",7,-0.816672973358317,3,3,"Attchd",1958,-1.16343964693476,1
"501",501,"train",113000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1973,-0.558757564066136,1.5
"502",502,"train",226700,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.604217261504945,2,3,"Attchd",2005,0.528089316906873,2.5
"503",503,"train",140000,3,3,"MetalSd","MetalSd",4,0,0,"CBlock",7,-0.0551501023858498,1,2,"Detchd",1965,-0.566661905018667,1
"504",504,"train",289000,3,3,"BrkFace","Wd Sdng",2,3,2,"CBlock",7,0.0516488368358986,3,3,"Attchd",1959,0.593300129765254,2
"505",505,"train",147000,3,3,"Plywood","Brk Cmn",0,2,1,"CBlock",7,-0.152662177327446,1,3,"Attchd",1974,-0.353244699300331,2.5
"506",506,"train",124500,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.338399462930487,1,3,"Detchd",1952,0.90749768262836,2
"507",507,"train",215000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.00871578098508964,2,3,"Attchd",1993,0.810669505959856,2.5
"508",508,"train",208300,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.943187807730494,3,3,"Attchd",2009,-0.558757564066136,2
"509",509,"train",161000,5,3,"MetalSd","MetalSd",0,4,1,"BrkTil",7,-0.524136748533528,1,3,"Detchd",1928,-0.242583925964897,2
"510",510,"train",124500,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.942045641140369,2,3,"Attchd",1959,-0.908524651215632,1
"511",511,"train",164900,3,4,"Wd Sdng","Wd Sdng",0,3,2,"CBlock",6,-0.858463862619001,1,3,"CarPort",1951,-0.272225204536888,1
"512",512,"train",202665,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.00521451543513842,2,3,"Attchd",2005,-0.262344778346225,2
"513",513,"train",129900,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.701729336446541,1,3,"Detchd",1964,-1.25829173836513,1
"514",514,"train",134000,4,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.0516488368358986,1,3,"Attchd",1983,-0.831457326928455,1.5
"515",515,"train",96500,3,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",7,-1.26708589094569,1,1,"Detchd",1926,-1.40649813122508,1
"516",516,"train",402861,3,5,"CemntBd","CmentBd",0,4,1,"CBlock",7,1.98331660710752,3,3,"Attchd",2009,1.02606279691632,2.5
"517",517,"train",158000,3,3,"HdBoard","HdBoard",4,3,1,"CBlock",7,0.511348618703425,2,3,"Attchd",1972,1.22169523549147,2.5
"518",518,"train",265000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.93223885356669,2,3,"Attchd",1996,1.66631441407133,2.5
"519",519,"train",211000,3,3,"VinylSd","VinylSd",3,0,0,"PConc",7,0.339541629520612,2,3,"Attchd",1998,0.58341970357459,2.5
"520",520,"train",234000,3,4,"MetalSd","MetalSd",3,4,2,"BrkTil",7,-0.886324455459457,1,3,"Detchd",1926,1.14462791120429,1.5
"521",521,"train",106250,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-2.19577231896089,0,0,"NoGarage",1894,-0.408575085968048,2
"522",522,"train",150000,3,3,"VinylSd","VinylSd",0,4,2,"CBlock",7,-0.635579119895352,1,3,"Attchd",1957,-0.507379347874685,1.5
"523",523,"train",159000,4,3,"CemntBd","CmentBd",0,4,2,"CBlock",7,-0.245530820128967,1,3,"Detchd",1950,0.322576452141068,2
"524",524,"train",184750,3,5,"CemntBd","CmentBd",0,4,1,"PConc",7,1.90902169286631,3,3,"BuiltIn",2007,6.2745451893969,3.5
"525",525,"train",315750,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.67685008586251,3,3,"Attchd",1996,1.7730230169305,2.5
"526",526,"train",176000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.092297559506458,1,3,"Attchd",2005,-0.463905472635765,2
"527",527,"train",132000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-1.02562741966174,1,3,"Attchd",1956,-1.13182228312463,1
"528",528,"train",446261,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.78829245722433,3,3,"Attchd",2008,2.39548986694232,2.5
"529",529,"train",86000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-2.19577231896089,0,0,"NoGarage",1894,-1.77009781504151,1
"530",530,"train",200624,3,4,"Wd Sdng","Stone",0,3,2,"PConc",3,0.0516488368358986,2,3,"Attchd",1975,2.00422498979203,3
"531",531,"train",175000,3,4,"HdBoard","HdBoard",0,2,1,"CBlock",7,0.590286965084717,2,3,"Attchd",1988,0.0162832402304924,2
"532",532,"train",128000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.135230615357267,3,3,"Detchd",1920,-0.274201289775021,2
"533",533,"train",107500,3,3,"VinylSd","VinylSd",0,1,1,"Slab",4,-0.375546920051095,1,3,"Detchd",1967,-1.33140689217604,1
"534",534,"train",39300,2,2,"VinylSd","VinylSd",0,0,0,"Slab",7,-2.19577231896089,0,0,"NoGarage",1894,-2.30561691457548,1
"535",535,"train",178000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.324469166510259,3,3,"Attchd",2004,-0.171444857392118,2.5
"536",536,"train",107500,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.303842568347012,1
"537",537,"train",188000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.251316418859167,3,3,"Attchd",1998,0.441141566429033,2.5
"538",538,"train",111250,3,3,"MetalSd","MetalSd",1,0,0,"CBlock",7,0.478844593722892,1,3,"Detchd",1980,-1.25829173836513,1
"539",539,"train",158000,3,3,"Plywood","Plywood",0,2,1,"CBlock",7,-0.635579119895352,1,3,"Attchd",1968,-0.675346593115968,1.5
"540",540,"train",272000,3,4,"VinylSd","VinylSd",3,3,1,"PConc",7,0.915327214890038,2,3,"Attchd",2001,0.198083082138705,2
"541",541,"train",315000,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.35645326819726,3,3,"Attchd",2006,0.666415283576165,2
"542",542,"train",248000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.813171707808366,3,3,"BuiltIn",2000,1.5497253850215,2.5
"543",543,"train",213250,3,4,"VinylSd","VinylSd",0,3,1,"PConc",3,0.511348618703425,3,3,"Attchd",1998,0.354193815951192,2
"544",544,"train",133000,3,3,"MetalSd","MetalSd",0,0,0,"PConc",7,-0.491632723552996,3,3,"Attchd",1998,-1.449972006464,1
"545",545,"train",179665,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.21767022728851,2,3,"Attchd",2006,-0.00940586786523328,2.5
"546",546,"train",229000,4,4,"HdBoard","HdBoard",0,0,0,"PConc",7,1.45396534313886,1,3,"Attchd",1988,1.34816469073196,2.5
"547",547,"train",210000,3,3,"BrkFace","Wd Sdng",0,4,1,"BrkTil",7,-0.152662177327446,1,3,"Detchd",1950,0.265269980235218,1.5
"548",548,"train",129500,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.701729336446541,1,3,"Detchd",1987,-1.44799592122587,1
"549",549,"train",125000,4,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,1.14749882189384,2,3,"Detchd",1963,-1.33535906265231,1
"550",550,"train",263000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.659938447185857,3,3,"BuiltIn",2003,1.17229310453815,2.5
"551",551,"train",140000,3,3,"Plywood","Plywood",0,0,0,"CBlock",7,-0.152662177327446,2,3,"Attchd",1977,-0.853194264547915,2
"552",552,"train",112500,3,3,"BrkFace","BrkFace",0,0,0,"CBlock",7,-0.858463862619001,3,3,"Attchd",1957,-1.13182228312463,1
"553",553,"train",255500,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,2.02046406422813,2,3,"Attchd",2006,0.427308969762103,2
"554",554,"train",108000,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",7,0.218812393878635,3,3,"Detchd",2002,-0.740557405974349,2
"555",555,"train",284000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.84865707504532,2,3,"BuiltIn",2003,1.07744101310778,2.5
"556",556,"train",113000,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",7,-0.895611319739609,1,3,"Detchd",1922,-0.894692054548703,1
"557",557,"train",141000,3,3,"Wd Sdng","Wd Sdng",1,3,1,"CBlock",7,-0.807386109078165,3,3,"Attchd",1957,-0.807744304070862,1
"558",558,"train",108000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,0.450984000882436,1,3,"CarPort",1994,-0.325579505966472,1.5
"559",559,"train",175000,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.310538870090031,1,3,"Attchd",1996,-0.108210129771871,2.5
"560",560,"train",234000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.245530820128967,3,3,"Attchd",2003,0.111135331660864,2
"561",561,"train",121500,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",4,0.255959850999243,1,3,"Detchd",1957,-0.214918732631039,1.5
"562",562,"train",170000,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,-0.254817684409119,2,3,"Attchd",1975,-0.220846988345437,1
"563",563,"train",108000,3,3,"WdShing","Wd Shng",0,4,1,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.997448486931606,1
"564",564,"train",185000,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-0.356973191490791,3,3,"Detchd",1955,0.342337304522395,2
"565",565,"train",268000,3,4,"HdBoard","HdBoard",0,3,1,"PConc",7,0.543852643683957,2,3,"Attchd",1992,1.56948623740283,2.5
"566",566,"train",128000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"PConc",7,-1.19279097670447,1,3,"Detchd",1920,0.288983003092811,1.5
"567",567,"train",325000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.850319164928974,3,3,"BuiltIn",2005,1.98248805217257,2.5
"568",568,"train",214000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.274533579559547,2,3,"Attchd",2004,0.0676614564219438,2
"569",569,"train",316600,3,4,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",5,0.646008150765629,3,4,"BuiltIn",1983,1.24738434358719,1.5
"570",570,"train",135960,3,3,"MetalSd","MetalSd",0,3,2,"CBlock",7,0.590286965084717,1,3,"Detchd",1979,-1.10218100455264,1
"571",571,"train",142600,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.478844593722892,1,3,"Detchd",1987,0.449045907381564,2
"572",572,"train",120000,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",7,-0.858463862619001,1,3,"Attchd",1959,-1.25829173836513,1
"573",573,"train",224500,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.822458572088518,2,3,"Attchd",2009,0.377906838808785,2.5
"574",574,"train",170000,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.338399462930487,2,3,"BuiltIn",2000,-0.139827493581994,2.5
"575",575,"train",139000,3,3,"MetalSd","AsphShn",2,0,0,"CBlock",7,-0.858463862619001,1,3,"BuiltIn",1971,-0.774150855022605,1
"576",576,"train",118500,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.635579119895352,1,3,"Detchd",1947,-0.562709734542402,1
"577",577,"train",145000,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-1.19279097670447,1,3,"Detchd",1928,-0.0469514873897554,2
"578",578,"train",164500,3,3,"VinylSd","VinylSd",0,2,2,"CBlock",7,0.42312340804198,2,3,"Attchd",1966,-0.357196869776596,1
"579",579,"train",146000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.311681036680156,1,3,"Detchd",2007,-0.214918732631039,2
"580",580,"train",131500,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-0.561284205654136,1,2,"Attchd",1954,0.581443618336457,2
"581",581,"train",181900,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",7,0.460270865162588,1,3,"Attchd",1960,-0.141803578820127,1
"582",582,"train",253293,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,4.25859835574477,2,3,"Attchd",2009,1.06953667215525,2.5
"583",583,"train",118500,4,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.3531438297955,1
"584",584,"train",325000,5,5,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,1.890447964306,1,4,"Detchd",1988,2.51800715170655,3.5
"585",585,"train",133000,3,3,"AsbShng","AsbShng",0,0,0,"BrkTil",7,-1.08134860534265,1,3,"Detchd",1935,0.142752695470988,1
"586",586,"train",369900,3,4,"VinylSd","VinylSd",0,4,2,"PConc",7,1.890447964306,2,3,"Attchd",2005,1.04187147882139,2
"587",587,"train",130000,4,3,"Stucco","Wd Shng",1,0,0,"BrkTil",7,-0.918828480439989,3,3,"Detchd",1961,-1.30966995455658,1
"588",588,"train",137000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.255959850999243,1,3,"Detchd",1996,-1.26619607931766,1
"589",589,"train",143000,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",7,-0.096940991646534,1,3,"Attchd",1968,-0.0548558283422864,1
"590",590,"train",79500,3,3,"VinylSd","VinylSd",0,0,0,"BrkTil",7,-0.765595219817481,1,3,"Detchd",1988,-1.1179896864577,1
"591",591,"train",185900,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.218812393878635,2,3,"Attchd",2004,0.160537462614183,2.5
"592",592,"train",451950,3,5,"CemntBd","CmentBd",0,4,1,"PConc",7,1.71399754298311,2,3,"BuiltIn",2008,1.57146232264096,2.5
"593",593,"train",138000,4,3,"HdBoard","HdBoard",0,0,0,"PConc",7,1.59326830734114,3,3,"Detchd",1985,-1.3531438297955,1
"594",594,"train",140000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.245530820128967,3,3,"Attchd",2003,-1.28990910217525,1
"595",595,"train",110000,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1981,-1.13972662407716,1
"596",596,"train",319000,3,4,"VinylSd","Other",0,3,1,"PConc",7,1.32394924321673,3,3,"Attchd",2005,0.642702260718573,2
"597",597,"train",114504,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-1.19279097670447,1,3,"Detchd",1930,-0.262344778346225,1
"598",598,"train",194201,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.813171707808366,3,3,"Attchd",2006,-0.195157880249711,1
"599",599,"train",217500,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.687799040026313,3,3,"Attchd",1977,0.288983003092811,2
"600",600,"train",151000,4,3,"MetalSd","MetalSd",4,3,1,"CBlock",7,-0.096940991646534,3,3,"Attchd",1980,0.109159246422731,2.5
"601",601,"train",275000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.22179373613506,3,3,"BuiltIn",2003,0.796836909292927,2.5
"602",602,"train",141000,4,3,"Wd Sdng","Wd Sdng",0,4,1,"PConc",7,0.33025476524046,1,3,"Detchd",1979,-0.248512181679295,1.5
"603",603,"train",220000,3,4,"HdBoard","HdBoard",0,3,1,"PConc",7,0.153804343917571,3,3,"Attchd",1992,0.818573846912387,2.5
"604",604,"train",151000,3,4,"MetalSd","MetalSd",0,0,0,"PConc",7,0.0330751082755945,2,3,"Detchd",2004,-0.594327098352526,2.5
"605",605,"train",221000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.265246715279395,2,3,"Attchd",2002,-0.0133580383414988,2
"606",606,"train",205000,3,3,"HdBoard","HdBoard",0,2,3,"CBlock",7,0.0609357011160506,1,3,"Attchd",1965,0.958875898819812,2.5
"607",607,"train",152000,4,3,"VinylSd","VinylSd",4,0,0,"PConc",7,0.478844593722892,1,3,"Detchd",2000,-0.910500736453765,1
"608",608,"train",225000,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-1.12778292674341,1,3,"Attchd",1948,1.00234977405873,3
"609",609,"train",359100,3,3,"BrkFace","Wd Sdng",0,4,2,"PConc",7,-0.431268105732007,1,3,"Basment",1934,3.34598686648417,2.5
"610",610,"train",118500,2,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.983836530401054,1,3,"Attchd",1961,-0.932237674073225,1
"611",611,"train",313000,3,4,"VinylSd","VinylSd",0,5,2,"PConc",7,1.22179373613506,3,3,"Attchd",2000,1.28888213358798,2.5
"612",612,"train",148000,3,3,"HdBoard","HdBoard",3,3,1,"CBlock",7,0.42312340804198,1,3,"Attchd",1978,-0.926309418358827,2
"613",613,"train",261500,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.269890147419471,2,3,"BuiltIn",2001,0.733602181672679,2.5
"614",614,"train",147000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-0.752413917403145,1
"615",615,"train",75500,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.72069568408819,1
"616",616,"train",137500,4,3,"MetalSd","MetalSd",3,0,0,"PConc",7,0.0330751082755945,2,3,"Attchd",1963,-0.882835543119906,1
"617",617,"train",183200,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.370903487911019,3,3,"Attchd",2002,0.0162832402304924,2.5
"618",618,"train",105500,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,0.255959850999243,1,3,"Detchd",1962,-1.32152646598538,1
