"","Id","source","SalePrice","EnclosedPorch","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","FullBath","Functional","GarageArea","GarageCars","GarageCond","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","HalfBath"
"554",554,"train",108000,0,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",2,7,520,2,3,3,3,"Detchd",2002,1126,0
"555",555,"train",284000,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,871,3,3,2,3,"BuiltIn",2003,2046,1
"556",556,"train",113000,116,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",1,7,280,1,3,1,3,"Detchd",1922,1048,0
"557",557,"train",141000,0,3,3,"Wd Sdng","Wd Sdng",1,3,1,"CBlock",1,7,299,1,3,3,3,"Attchd",1957,1092,0
"558",558,"train",108000,120,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,570,1,3,1,3,"CarPort",1994,1336,1
"559",559,"train",175000,0,3,3,"HdBoard","HdBoard",0,3,1,"PConc",2,7,406,2,3,1,3,"Attchd",1996,1446,1
"560",560,"train",234000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,420,2,3,3,3,"Attchd",2003,1557,0
"561",561,"train",121500,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",1,4,528,2,3,1,3,"Detchd",1957,1392,1
"562",562,"train",170000,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",1,7,418,2,3,2,3,"Attchd",1975,1389,0
"563",563,"train",108000,0,3,3,"WdShing","Wd Shng",0,4,1,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,996,0
"564",564,"train",185000,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",2,7,396,2,3,3,3,"Detchd",1955,1674,0
"565",565,"train",268000,0,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,590,2,3,2,3,"Attchd",1992,2295,1
"566",566,"train",128000,136,3,3,"Wd Sdng","Wd Sdng",0,0,0,"PConc",1,7,216,1,3,1,3,"Detchd",1920,1647,1
"567",567,"train",325000,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,656,3,3,3,3,"BuiltIn",2005,2504,1
"568",568,"train",214000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,532,2,3,2,3,"Attchd",2004,1535,0
"569",569,"train",316600,0,3,4,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",1,5,612,2,3,3,4,"BuiltIn",1983,2132,1
"570",570,"train",135960,0,3,3,"MetalSd","MetalSd",0,3,2,"CBlock",1,7,600,2,3,1,3,"Detchd",1979,943,0
"571",571,"train",142600,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",2,7,576,2,3,1,3,"Detchd",1987,1728,0
"572",572,"train",120000,0,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",1,7,288,1,3,1,3,"Attchd",1959,864,0
"573",573,"train",224500,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",2,7,650,2,3,2,3,"Attchd",2009,1692,1
"574",574,"train",170000,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,400,2,3,2,3,"BuiltIn",2000,1430,1
"575",575,"train",139000,0,3,3,"MetalSd","AsphShn",2,0,0,"CBlock",1,7,288,1,3,1,3,"BuiltIn",1971,1109,0
"576",576,"train",118500,102,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,336,1,3,1,3,"Detchd",1947,1216,0
"577",577,"train",145000,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",2,7,216,1,3,1,3,"Detchd",1928,1477,0
"578",578,"train",164500,240,3,3,"VinylSd","VinylSd",0,2,2,"CBlock",1,7,564,2,3,2,3,"Attchd",1966,1320,0
"579",579,"train",146000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,540,2,3,1,3,"Detchd",2007,1392,0
"580",580,"train",131500,0,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",2,7,352,1,3,1,2,"Attchd",1954,1795,0
"581",581,"train",181900,0,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",1,7,572,2,3,1,3,"Attchd",1960,1429,0
"582",582,"train",253293,0,3,5,"VinylSd","VinylSd",0,4,1,"PConc",2,7,1390,3,3,2,3,"Attchd",2009,2042,1
"583",583,"train",118500,0,4,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,816,0
"584",584,"train",325000,0,5,5,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",3,7,880,2,3,1,4,"Detchd",1988,2775,1
"585",585,"train",133000,54,3,3,"AsbShng","AsbShng",0,0,0,"BrkTil",1,7,240,1,3,1,3,"Detchd",1935,1573,0
"586",586,"train",369900,0,3,4,"VinylSd","VinylSd",0,4,2,"PConc",2,7,880,3,3,2,3,"Attchd",2005,2028,0
"587",587,"train",130000,112,4,3,"Stucco","Wd Shng",1,0,0,"BrkTil",1,7,275,1,3,3,3,"Detchd",1961,838,0
"588",588,"train",137000,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,528,2,3,1,3,"Detchd",1996,860,0
"589",589,"train",143000,0,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",1,7,452,1,3,1,3,"Attchd",1968,1473,0
"590",590,"train",79500,0,3,3,"VinylSd","VinylSd",0,0,0,"BrkTil",1,7,308,1,3,1,3,"Detchd",1988,935,0
"591",591,"train",185900,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,520,2,3,2,3,"Attchd",2004,1582,1
"592",592,"train",451950,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,842,3,3,2,3,"BuiltIn",2008,2296,1
"593",593,"train",138000,0,4,3,"HdBoard","HdBoard",0,0,0,"PConc",1,7,816,2,3,3,3,"Detchd",1985,816,0
"594",594,"train",140000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,420,2,3,3,3,"Attchd",2003,848,0
"595",595,"train",110000,0,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,280,1,3,1,3,"Detchd",1981,924,0
"596",596,"train",319000,0,3,4,"VinylSd","Other",0,3,1,"PConc",2,7,758,3,3,3,3,"Attchd",2005,1826,0
"597",597,"train",114504,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,216,1,2,1,3,"Detchd",1930,1368,0
"598",598,"train",194201,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",0,7,648,3,3,3,3,"Attchd",2006,1402,2
"599",599,"train",217500,0,3,3,"Plywood","Plywood",0,3,1,"CBlock",2,7,621,2,3,3,3,"Attchd",1977,1647,0
"600",600,"train",151000,0,4,3,"MetalSd","MetalSd",4,3,1,"CBlock",2,7,452,2,3,3,3,"Attchd",1980,1556,1
"601",601,"train",275000,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,736,2,3,3,3,"BuiltIn",2003,1904,1
"602",602,"train",141000,0,4,3,"Wd Sdng","Wd Sdng",0,4,1,"PConc",1,7,544,1,3,1,3,"Detchd",1979,1375,1
"603",603,"train",220000,0,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,506,2,3,3,3,"Attchd",1992,1915,1
"604",604,"train",151000,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,480,2,3,2,3,"Detchd",2004,1200,1
"605",605,"train",221000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,530,2,3,2,3,"Attchd",2002,1494,0
"606",606,"train",205000,0,3,3,"HdBoard","HdBoard",0,2,3,"CBlock",2,7,486,2,3,1,3,"Attchd",1965,1986,1
"607",607,"train",152000,0,4,3,"VinylSd","VinylSd",4,0,0,"PConc",1,7,576,2,3,1,3,"Detchd",2000,1040,0
"608",608,"train",225000,0,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",3,7,230,1,3,1,3,"Attchd",1948,2008,0
"609",609,"train",359100,0,3,3,"BrkFace","Wd Sdng",0,4,2,"PConc",2,7,380,2,3,1,3,"Basment",1934,3194,1
"610",610,"train",118500,39,2,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,261,1,3,1,3,"Attchd",1961,1029,0
"611",611,"train",313000,0,3,4,"VinylSd","VinylSd",0,5,2,"PConc",2,7,736,3,3,3,3,"Attchd",2000,2153,1
"612",612,"train",148000,0,3,3,"HdBoard","HdBoard",3,3,1,"CBlock",2,7,564,2,3,1,3,"Attchd",1978,1032,0
"613",613,"train",261500,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,531,2,3,2,3,"BuiltIn",2001,1872,1
"614",614,"train",147000,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1120,0
"615",615,"train",75500,0,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,630,0
"616",616,"train",137500,0,4,3,"MetalSd","MetalSd",3,0,0,"PConc",1,7,480,2,3,2,3,"Attchd",1963,1054,0
"617",617,"train",183200,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,393,2,3,3,3,"Attchd",2002,1509,1
"618",618,"train",105500,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,528,2,3,1,3,"Detchd",1962,832,0
"619",619,"train",314813,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,774,3,3,1,3,"Attchd",2007,1828,0
"620",620,"train",305000,0,3,4,"VinylSd","VinylSd",0,4,2,"PConc",2,7,749,3,3,3,3,"Attchd",2003,2262,1
"621",621,"train",67000,100,3,3,"Stucco","Stucco",0,0,0,"BrkTil",1,7,0,0,0,0,0,"NoGarage",1894,864,0
"622",622,"train",240000,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,624,2,3,2,3,"Attchd",1974,2614,1
"623",623,"train",135000,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",1,7,484,2,3,1,3,"Detchd",1986,980,0
"624",624,"train",168500,0,3,4,"MetalSd","MetalSd",0,3,1,"PConc",2,7,440,2,3,1,3,"Detchd",2000,1512,1
"625",625,"train",165150,0,3,3,"VinylSd","VinylSd",0,3,1,"CBlock",1,5,484,2,3,2,3,"Attchd",1972,1790,2
"626",626,"train",160000,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,440,2,3,1,3,"Attchd",1962,1116,1
"627",627,"train",139900,36,3,3,"Wd Sdng","Wd Sdng",2,3,1,"CBlock",1,6,286,1,3,2,3,"Attchd",1960,1422,0
"628",628,"train",153000,189,3,3,"AsbShng","AsbShng",0,4,2,"CBlock",1,7,364,1,3,2,3,"Basment",1955,1520,0
"629",629,"train",135000,0,3,3,"Plywood","Plywood",0,3,2,"PConc",1,7,504,2,3,1,3,"Attchd",1969,2080,2
"630",630,"train",168500,0,3,3,"Plywood","Wd Sdng",4,0,0,"CBlock",1,7,520,2,3,2,3,"Attchd",1964,1350,1
"631",631,"train",124000,293,3,3,"VinylSd","VinylSd",3,0,0,"BrkTil",1,7,240,1,1,1,2,"Detchd",1937,1750,0
"632",632,"train",209500,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,627,2,3,2,3,"Attchd",2006,1554,0
"633",633,"train",82500,0,4,3,"Plywood","Plywood",0,3,1,"CBlock",2,7,544,2,3,3,3,"Attchd",1977,1411,0
"634",634,"train",139400,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,260,1,3,1,3,"Attchd",1954,1056,0
"635",635,"train",144000,0,3,3,"Plywood","Plywood",4,0,0,"CBlock",0,7,576,2,3,1,3,"Detchd",1980,1056,0
"636",636,"train",2e+05,0,3,2,"VinylSd","VinylSd",0,0,0,"CBlock",2,7,0,0,0,0,0,"NoGarage",1894,3395,0
"637",637,"train",60000,0,2,2,"AsbShng","AsbShng",0,1,1,"BrkTil",1,3,0,0,0,0,0,"NoGarage",1894,800,0
"638",638,"train",93000,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,256,1,3,1,3,"BuiltIn",1954,1387,0
"639",639,"train",85000,164,3,3,"MetalSd","Wd Sdng",3,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,796,0
"640",640,"train",264561,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,648,3,3,3,3,"Attchd",2006,1567,0
"641",641,"train",274000,0,3,5,"MetalSd","MetalSd",0,4,1,"PConc",1,7,588,2,3,2,3,"Attchd",2003,1518,1
"642",642,"train",226000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,650,2,3,3,3,"Attchd",2001,1929,1
"643",643,"train",345000,0,3,4,"Plywood","Wd Sdng",3,3,3,"CBlock",2,7,538,2,3,3,3,"Attchd",1972,2704,1
"644",644,"train",152000,0,3,3,"WdShing","HdBoard",2,0,0,"CBlock",2,6,462,2,3,3,3,"Attchd",1969,1620,1
"645",645,"train",370878,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,478,3,3,3,3,"Attchd",2009,1766,1
"646",646,"train",143250,40,3,3,"Plywood","Plywood",0,0,0,"CBlock",1,7,576,2,3,1,3,"Detchd",1979,981,1
"647",647,"train",98300,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,6,420,2,3,1,3,"Detchd",1950,1048,0
"648",648,"train",155000,0,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",1,7,495,2,3,2,3,"Attchd",1953,1094,0
"649",649,"train",155000,216,3,3,"MetalSd","MetalSd",0,3,1,"CBlock",1,7,442,2,3,1,3,"Attchd",1966,1839,1
"650",650,"train",84500,0,3,3,"CemntBd","CmentBd",3,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,630,0
"651",651,"train",205950,0,3,4,"CemntBd","CmentBd",0,0,0,"PConc",2,7,562,2,3,2,3,"Attchd",2007,1665,1
"652",652,"train",108000,0,3,3,"MetalSd","MetalSd",3,4,1,"CBlock",1,7,296,1,1,1,2,"Detchd",1940,1510,0
"653",653,"train",191000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,512,2,3,2,3,"Attchd",1996,1716,1
"654",654,"train",135000,239,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",1,7,216,1,3,1,3,"Detchd",1906,1469,0
"655",655,"train",350000,0,4,4,"MetalSd","MetalSd",0,3,1,"PConc",2,7,839,3,3,3,3,"Attchd",1995,2113,1
"656",656,"train",88000,0,3,3,"HdBoard","ImStucc",0,0,0,"CBlock",1,7,264,1,3,1,3,"Detchd",1971,1092,1
"657",657,"train",145500,0,3,4,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,312,1,3,2,3,"Attchd",1959,1053,1
"658",658,"train",149000,112,2,3,"Stucco","Wd Shng",3,4,1,"BrkTil",1,7,270,1,3,2,3,"Attchd",1931,1502,1
"659",659,"train",97500,0,3,3,"VinylSd","VinylSd",0,4,1,"CBlock",1,7,330,1,3,1,3,"Attchd",1948,1458,0
"660",660,"train",167000,0,4,3,"MetalSd","MetalSd",3,0,0,"PConc",1,7,480,2,3,3,3,"Detchd",1968,1486,0
"661",661,"train",197900,252,3,3,"Plywood","Plywood",0,3,1,"CBlock",2,7,550,2,3,2,3,"Attchd",1976,1935,1
"662",662,"train",402000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,711,3,3,2,3,"Attchd",1994,2448,1
"663",663,"train",110000,240,3,3,"Wd Sdng","Wd Sdng",0,3,2,"CBlock",1,2,576,2,3,2,3,"Attchd",1968,1392,0
"664",664,"train",137500,180,3,3,"Plywood","Plywood",3,0,0,"CBlock",2,7,588,2,3,2,3,"Detchd",1974,1181,0
"665",665,"train",423000,0,3,4,"VinylSd","VinylSd",0,5,1,"PConc",1,7,1134,3,3,3,3,"Attchd",2005,2097,1
"666",666,"train",230500,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,504,2,3,2,3,"Attchd",2000,1936,1
"667",667,"train",129000,0,4,3,"Plywood","Plywood",0,1,1,"CBlock",2,1,596,2,3,1,3,"CarPort",1965,2380,1
"668",668,"train",193500,0,3,3,"HdBoard","HdBoard",0,2,1,"PConc",2,7,575,2,3,2,3,"Attchd",1994,1679,0
"669",669,"train",168000,0,3,3,"CemntBd","Wd Sdng",0,3,1,"CBlock",1,5,576,2,3,1,3,"Detchd",1999,1437,1
"670",670,"train",137500,67,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",1,7,252,1,2,1,3,"Detchd",1922,1180,0
"671",671,"train",173500,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,540,2,3,3,3,"Attchd",2005,1476,1
"672",672,"train",103600,0,4,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",2,7,300,1,3,1,3,"Detchd",1930,1369,0
"673",673,"train",165000,0,3,4,"Plywood","Plywood",0,3,1,"CBlock",1,7,546,2,3,2,3,"Attchd",1977,1208,1
"674",674,"train",257500,0,3,3,"CemntBd","CmentBd",0,3,2,"PConc",2,7,416,2,3,3,3,"Attchd",1957,1839,0
"675",675,"train",140000,0,3,3,"HdBoard","HdBoard",0,4,1,"CBlock",1,7,384,1,3,2,3,"Attchd",1965,1136,0
"676",676,"train",148500,0,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",2,7,440,2,3,1,3,"Attchd",1978,1441,1
"677",677,"train",87000,90,3,3,"AsbShng","Stucco",0,0,0,"BrkTil",2,5,779,3,2,1,2,"2Types",1920,1774,0
"678",678,"train",109500,120,3,4,"VinylSd","VinylSd",0,0,0,"BrkTil",1,7,240,1,2,1,2,"Detchd",1924,792,0
"679",679,"train",372500,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,834,3,3,3,3,"Attchd",2008,2046,1
"680",680,"train",128500,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,572,2,3,1,3,"Detchd",1963,988,0
"681",681,"train",143000,0,3,3,"Plywood","Plywood",0,3,1,"CBlock",2,7,264,1,3,2,3,"Attchd",1980,923,0
"682",682,"train",159434,56,3,3,"VinylSd","Stucco",0,0,0,"BrkTil",1,7,281,1,3,1,3,"Detchd",1968,1520,0
"683",683,"train",173000,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"PConc",1,7,431,2,3,1,3,"Attchd",1996,1291,0
"684",684,"train",285000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,702,3,3,3,3,"Attchd",2002,1668,0
"685",685,"train",221000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,486,2,3,3,3,"Attchd",1998,1839,1
"686",686,"train",207500,0,3,4,"HdBoard","HdBoard",0,3,1,"CBlock",2,6,577,2,3,3,3,"Attchd",1984,2090,0
"687",687,"train",227875,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",3,7,578,2,3,3,3,"Attchd",2007,1761,0
"688",688,"train",148800,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,480,2,3,1,3,"Detchd",2004,1102,1
"689",689,"train",392000,0,3,4,"MetalSd","MetalSd",0,4,1,"PConc",2,7,567,2,3,2,3,"Attchd",2007,1419,0
"690",690,"train",194700,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,460,2,3,2,3,"Attchd",2005,1362,0
"691",691,"train",141000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",1,7,420,2,3,2,3,"Attchd",2004,848,0
"692",692,"train",755000,0,3,5,"HdBoard","HdBoard",0,5,2,"PConc",3,7,832,3,3,3,3,"Attchd",1994,4316,1
"693",693,"train",335000,0,3,4,"MetalSd","MetalSd",0,4,2,"PConc",2,7,628,2,3,2,3,"Attchd",1989,2519,1
"694",694,"train",108480,112,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,326,1,3,1,3,"Detchd",1968,1073,0
"695",695,"train",141500,0,2,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",1,7,576,2,3,1,3,"Detchd",1995,1539,1
"696",696,"train",176000,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,551,2,3,1,3,"Attchd",1987,1137,0
"697",697,"train",89000,129,3,3,"Wd Sdng","Wd Shng",0,0,0,"CBlock",1,7,205,1,3,1,3,"Detchd",1921,616,0
"698",698,"train",123500,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"PConc",1,7,308,1,3,1,3,"Detchd",1952,1148,0
"699",699,"train",138500,0,4,3,"MetalSd","MetalSd",3,4,1,"CBlock",1,7,336,1,3,1,3,"Detchd",1973,894,0
"700",700,"train",196000,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,530,2,3,2,3,"Attchd",2004,1391,0
"701",701,"train",312500,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,765,3,3,3,3,"Attchd",2002,1800,0
"702",702,"train",140000,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,528,2,3,1,3,"Attchd",1969,1164,1
"703",703,"train",361919,0,3,5,"VinylSd","VinylSd",0,4,1,"PConc",2,7,666,3,3,3,3,"BuiltIn",2006,2576,1
"704",704,"train",140000,40,4,3,"Wd Sdng","Wd Sdng",3,1,1,"BrkTil",2,7,672,2,3,1,3,"Detchd",1999,1812,0
"705",705,"train",213000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,606,2,3,2,3,"Attchd",2004,1484,0
"706",706,"train",55000,0,2,2,"VinylSd","Wd Shng",0,0,0,"Slab",2,4,0,0,0,0,0,"NoGarage",1894,1092,0
"707",707,"train",302000,0,3,3,"Plywood","Plywood",0,3,2,"CBlock",2,7,739,2,3,1,3,"Attchd",1971,1824,0
"708",708,"train",254000,0,3,4,"MetalSd","MetalSd",0,4,1,"PConc",2,7,550,2,3,3,3,"Attchd",2006,1324,0
"709",709,"train",179540,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,400,2,3,3,3,"Attchd",2007,1456,1
"710",710,"train",109900,0,3,3,"HdBoard","HdBoard",3,0,0,"PConc",1,7,408,1,3,1,3,"Attchd",1966,904,0
"711",711,"train",52000,0,3,4,"VinylSd","VinylSd",0,0,0,"CBlock",1,2,0,0,0,0,0,"NoGarage",1894,729,0
"712",712,"train",102776,98,3,3,"MetalSd","MetalSd",0,0,0,"Stone",1,7,384,1,3,2,3,"Detchd",1964,1178,0
"713",713,"train",189000,0,3,4,"HdBoard","HdBoard",0,4,1,"PConc",2,7,472,2,3,3,3,"Attchd",1988,1228,0
"714",714,"train",129000,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,576,2,3,1,3,"Detchd",1970,960,0
"715",715,"train",130500,0,3,4,"HdBoard","Plywood",0,0,0,"CBlock",2,7,475,2,3,2,3,"Attchd",1976,1479,1
"716",716,"train",165000,0,3,3,"HdBoard","HdBoard",3,3,1,"CBlock",2,7,478,2,3,2,3,"Attchd",1974,1350,0
"717",717,"train",159500,143,4,3,"Wd Sdng","VinylSd",0,0,0,"BrkTil",1,7,704,2,3,1,3,"Detchd",1996,2554,1
"718",718,"train",157000,0,3,3,"HdBoard","HdBoard",3,2,1,"CBlock",1,7,439,2,3,1,3,"Attchd",1973,1178,1
"719",719,"train",341000,216,3,4,"Wd Sdng","ImStucc",0,3,1,"PConc",2,7,983,3,3,2,3,"Attchd",1993,2418,1
"720",720,"train",128500,0,3,3,"HdBoard","Plywood",0,1,1,"CBlock",1,7,300,1,3,1,3,"Attchd",1969,971,1
"721",721,"train",275000,234,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,564,2,3,2,3,"Attchd",1985,1742,0
"722",722,"train",143000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,420,2,3,2,3,"Attchd",2004,848,0
"723",723,"train",124500,0,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,463,2,3,1,3,"Detchd",1994,864,0
"724",724,"train",135000,0,3,3,"MetalSd","MetalSd",0,0,0,"PConc",2,7,548,1,3,1,3,"Detchd",1958,1470,0
"725",725,"train",320000,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,768,3,3,3,3,"Attchd",2007,1698,0
"726",726,"train",120500,0,3,3,"HdBoard","Plywood",0,0,0,"CBlock",1,7,660,2,3,1,3,"Detchd",1989,864,0
"727",727,"train",222000,0,4,4,"Wd Sdng","Plywood",0,4,1,"CBlock",2,7,540,2,3,3,3,"Attchd",1988,1680,0
"728",728,"train",194500,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,632,2,3,2,3,"Attchd",2007,1232,0
"729",729,"train",110000,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",2,7,888,3,3,1,3,"Detchd",1968,1776,0
"730",730,"train",103000,112,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,539,2,3,1,3,"Detchd",1962,1208,0
"731",731,"train",236500,0,3,4,"CemntBd","CmentBd",0,3,1,"PConc",2,7,608,2,3,2,3,"Attchd",1995,1616,0
"732",732,"train",187500,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,438,2,3,3,3,"Attchd",2003,1146,0
"733",733,"train",222500,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,541,2,3,3,3,"Attchd",1998,2031,1
"734",734,"train",131400,0,3,3,"HdBoard","HdBoard",2,3,1,"CBlock",1,7,264,1,3,2,3,"Attchd",1961,1144,0
"735",735,"train",108000,0,3,3,"Plywood","Plywood",0,0,0,"PConc",1,7,300,1,3,1,3,"Attchd",1968,948,0
"736",736,"train",163000,0,3,3,"Wd Sdng","Wd Sdng",0,3,2,"BrkTil",1,7,320,2,3,1,3,"Detchd",1914,1768,1
"737",737,"train",93500,0,3,3,"Stucco","Stone",0,0,0,"CBlock",2,7,400,2,3,1,3,"Detchd",1949,1040,0
"738",738,"train",239900,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,800,3,3,3,3,"Attchd",2005,1801,1
"739",739,"train",179000,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",3,7,0,0,0,0,0,"NoGarage",1894,1200,0
"740",740,"train",190000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,572,2,3,2,3,"Attchd",2004,1728,1
"741",741,"train",132000,112,4,3,"Wd Sdng","Wd Shng",4,0,0,"BrkTil",2,7,360,2,4,1,3,"Detchd",1910,1432,0
"742",742,"train",142000,0,4,3,"HdBoard","HdBoard",4,0,0,"CBlock",1,7,288,1,3,1,3,"Detchd",1962,912,0
"743",743,"train",179000,0,3,3,"VinylSd","VinylSd",4,0,0,"PConc",2,7,539,2,3,1,3,"Attchd",2000,1349,0
"744",744,"train",175000,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,5,480,2,3,2,3,"Attchd",1997,1464,0
"745",745,"train",180000,70,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,462,2,3,2,3,"Attchd",1993,1337,0
"746",746,"train",299800,0,4,5,"VinylSd","VinylSd",0,3,2,"CBlock",3,7,831,2,3,3,3,"BuiltIn",1994,2715,1
"747",747,"train",236000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,554,2,3,3,3,"BuiltIn",2000,2256,1
"748",748,"train",265979,386,3,4,"Stucco","Stucco",0,4,1,"Stone",1,7,864,4,3,1,3,"Detchd",1950,2640,1
"749",749,"train",260400,154,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,527,2,3,3,3,"Attchd",1996,1720,0
"750",750,"train",98000,185,3,3,"WdShing","Wd Shng",0,0,0,"Slab",2,4,240,1,3,1,3,"Detchd",1945,1529,0
