Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath,Unnamed: 0,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
471,train,212000.0,GasA,2,1Story,1,2,Lvl,Gtl,-0.523898593,Corner,-0.287413293,IR1,0,120,RL,0,None,none,0,6,StoneBr,3,4,HdBoard,HdBoard,0,0,0,PConc,7,0.255959851,2,3,Attchd,1985,0.002450644,1.5,471,1502,0,0,,1,TwnhsE,TA,Av,368.0,1120.0,GLQ,BLQ,1,0,Gd,0.0,Y,Norm,Norm,SBrkr,0.756625226684,5,8,Y,0.0,None,CompShg,Gable,WD,3.05900591944,Pave,4,0.78060107007,AllPub,-0.929191516623,1985,1985,2010
472,train,190000.0,GasA,2,2Story,1,1,Lvl,Gtl,0.576252288,Inside,0.986098015,Reg,0,60,RL,0,None,none,0,11,NWAmes,3,3,WdShing,Plywood,0,4,1,CBlock,7,0.283820444,2,3,Attchd,1977,0.92528245,2.5,472,1161,808,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,808.0,Y,PosA,Norm,SBrkr,-1.07568666246,6,7,Y,0.0,None,WdShake,Mansard,WD,3.58660858386,Pave,8,-0.260124473007,AllPub,-0.929191516623,1977,1977,2007
473,train,148000.0,GasA,4,SLvl,1,1,Lvl,Gtl,-1.736345631,Inside,-1.89328006,Reg,0,180,RM,80,BrkFace,none,0,6,Edwards,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.242029555,2,3,Basment,2005,-0.847266009,1.0,473,1072,0,0,,2,TwnhsE,TA,Gd,459.0,0.0,GLQ,Unf,1,0,Gd,88.0,Y,Norm,Norm,SBrkr,0.438790378283,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.831630321446,AllPub,-0.929191516623,2005,2005,2008
474,train,440000.0,GasA,4,1Story,1,2,Lvl,Gtl,1.018668485,Inside,1.518485897,IR1,0,20,RL,304,BrkFace,none,0,7,NridgHt,3,4,VinylSd,VinylSd,0,5,1,PConc,7,2.020464064,2,3,Attchd,2006,0.939115046,2.0,474,1976,0,0,,2,1Fam,TA,Gd,1350.0,0.0,GLQ,Unf,1,0,Ex,626.0,Y,Norm,Norm,SBrkr,0.833384153867,5,8,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,7,1.33294867444,AllPub,1.24465551217,2006,2007,2007
475,train,251000.0,GasA,4,1Story,1,3,Lvl,Gtl,-1.00728063,Inside,-1.421873156,Reg,0,120,RL,0,None,none,0,8,StoneBr,3,4,CemntBd,CmentBd,0,0,0,PConc,7,0.121300319,2,3,Attchd,2000,0.298863429,2.0,475,1652,0,0,,2,TwnhsE,TA,Av,1196.0,0.0,GLQ,Unf,1,0,Gd,298.0,Y,Norm,Norm,SBrkr,0.698508164391,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.788112867239,AllPub,0.68182603646,2000,2000,2007
476,train,132500.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.096711038,Corner,0.569696316,Reg,0,20,RL,0,None,none,0,7,Sawyer,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,0.701729336,1,3,Detchd,1996,-1.048826703,1.0,476,970,0,0,,2,1Fam,TA,No,630.0,0.0,GLQ,Unf,1,0,TA,340.0,Y,Norm,Norm,SBrkr,0.366528286207,6,5,Y,0.0,None,CompShg,Hip,WD,3.30207599244,Pave,5,0.0315431875124,AllPub,-0.929191516623,1963,1963,2007
477,train,208900.0,GasA,4,1Story,1,2,Lvl,Mod,0.759833634,Inside,0.37741257,Reg,0,20,RL,215,BrkFace,none,0,4,CollgCr,3,3,VinylSd,VinylSd,0,3,1,PConc,7,0.163091208,3,3,Attchd,1997,-0.015334124,2.0,477,1493,0,0,,3,1Fam,TA,Gd,994.0,0.0,GLQ,Unf,1,0,Gd,484.0,Y,Norm,Norm,SBrkr,0.597213546856,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.768034184011,AllPub,0.890584599608,1997,1998,2008
478,train,380000.0,GasA,4,2Story,1,3,Lvl,Gtl,0.84290971,Inside,1.379885837,Reg,0,60,RL,772,BrkFace,none,0,3,NridgHt,3,5,VinylSd,VinylSd,0,4,1,PConc,7,1.026769586,3,3,BuiltIn,2006,2.2571639,2.5,478,2069,574,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0,0,Gd,2153.0,Y,Norm,Norm,SBrkr,0.97868426331,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,9,1.5094891549,AllPub,1.58852060328,2006,2006,2007
479,train,297000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.3476876,Inside,0.532219545,Reg,0,20,RL,336,Stone,none,0,9,CollgCr,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.639702629,2,3,Attchd,2007,0.429285055,2.0,479,1718,0,0,,3,1Fam,TA,Gd,1288.0,0.0,GLQ,Unf,1,0,Ex,417.0,Y,Norm,Norm,SBrkr,0.655877837735,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,1.03982770902,AllPub,1.12777166724,2007,2008,2009
480,train,89471.0,GasA,2,1Story,1,1,Bnk,Gtl,-0.799757928,Inside,-0.830615574,Reg,0,30,RM,435,BrkCmn,none,0,3,OldTown,3,3,Stucco,Stucco,3,0,0,BrkTil,7,0.924614079,1,3,Detchd,1995,-0.73067698,1.0,480,1131,0,0,,2,1Fam,TA,No,168.0,0.0,Rec,Unf,0,0,Fa,739.0,Y,Norm,Norm,SBrkr,0.900499967008,7,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,-0.0775104368344,AllPub,-0.929191516623,1937,2000,2007
481,train,326000.0,GasA,4,1Story,1,2,Lvl,Gtl,1.152272401,FR2,1.17433096,IR1,0,20,RL,378,BrkFace,none,0,3,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.388957293,3,3,Attchd,2004,0.690128306,2.0,481,1850,0,0,,3,1Fam,TA,Gd,1261.0,0.0,GLQ,Unf,1,0,Ex,572.0,Y,Norm,Norm,SBrkr,1.12656717098,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,8,1.18205134811,AllPub,1.75436504095,2004,2005,2006
482,train,374000.0,GasA,4,1Story,1,3,HLS,Gtl,0.558783718,Inside,0.255788989,IR1,0,20,RL,562,BrkFace,none,0,8,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.862587371,3,3,Attchd,2003,0.575515363,2.0,482,1792,0,0,,2,1Fam,TA,Gd,1567.0,0.0,GLQ,Unf,1,0,Ex,225.0,Y,Norm,Norm,SBrkr,0.708648384556,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,1.13727352233,AllPub,1.1217516562,2003,2004,2006
483,train,155000.0,GasA,4,2Story,1,3,Lvl,Gtl,-2.491812989,Corner,-0.830615574,Reg,0,70,RM,0,None,none,0,6,OldTown,3,4,Stucco,Stucco,0,4,1,PConc,5,-1.434249448,1,2,Attchd,1915,0.642702261,1.5,483,916,910,0,Pave,4,1Fam,TA,No,299.0,0.0,ALQ,Unf,1,0,TA,611.0,Y,Norm,Norm,SBrkr,-1.07568666246,8,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.0721992689819,AllPub,-0.929191516623,1915,2005,2009
484,train,164000.0,GasA,4,1Story,1,1,Lvl,Gtl,-1.339212481,FR2,-2.1602673,Reg,0,120,RM,116,BrkFace,none,0,5,Mitchel,3,3,VinylSd,VinylSd,0,0,0,PConc,7,-0.329112599,1,3,Attchd,1998,-0.562709735,2.0,484,1216,0,0,,2,Twnhs,TA,No,897.0,0.0,GLQ,Unf,1,0,Ex,319.0,Y,Norm,Norm,SBrkr,1.18368210848,5,6,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,0.41520429988,AllPub,-0.929191516623,1998,1998,2006
485,train,132500.0,GasA,3,1Story,1,2,Lvl,Gtl,-0.271204911,Corner,0.255788989,IR1,0,20,RL,0,None,none,0,3,Sawyer,4,3,HdBoard,Plywood,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1963,-0.991520231,1.0,485,999,0,0,,3,1Fam,TA,No,588.0,0.0,ALQ,Unf,1,0,TA,411.0,Y,Norm,Norm,SBrkr,1.2121561018,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.0800818088274,AllPub,-0.929191516623,1962,2001,2007
486,train,147000.0,GasA,3,1Story,1,2,Lvl,Gtl,0.146545835,Inside,0.569696316,Reg,0,20,RL,0,None,none,0,7,NAmes,3,4,MetalSd,MetalSd,0,4,1,CBlock,7,-0.969906234,1,3,Attchd,1950,-0.766246514,1.0,486,1113,0,0,,3,1Fam,TA,No,607.0,0.0,ALQ,Unf,0,0,TA,506.0,Y,Norm,Norm,SBrkr,0.953857373236,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.261856563213,AllPub,-0.929191516623,1950,2007,2009
487,train,156000.0,GasA,2,1Story,1,1,Lvl,Gtl,0.282461391,Inside,0.532219545,Reg,0,20,RL,168,BrkFace,none,0,6,NAmes,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.195595233,2,3,Attchd,1965,-0.845289924,1.5,487,1073,0,0,,3,1Fam,TA,No,836.0,0.0,ALQ,Unf,1,0,TA,237.0,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.199625519094,AllPub,-0.929191516623,1965,1965,2007
488,train,175000.0,GasA,3,1Story,1,1,Lvl,Gtl,0.623423537,Inside,0.171857693,IR1,0,20,RL,0,None,none,0,2,NWAmes,3,3,Plywood,Plywood,0,3,1,CBlock,7,0.065579133,1,3,Attchd,1971,-0.033118891,2.0,488,1484,0,0,,3,1Fam,TA,Av,998.0,0.0,ALQ,Unf,0,0,Gd,486.0,Y,Norm,Norm,SBrkr,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,3.25206169046,Pave,7,0.775581426278,AllPub,1.17434201587,1971,1971,2007
489,train,160000.0,GasA,2,1.5Fin,2,1,Lvl,Gtl,0.37750852,Corner,-0.287413293,Reg,0,190,RL,0,None,none,0,5,OldTown,2,3,Wd Sdng,Wd Sdng,0,4,1,CBlock,4,0.218812394,1,3,Attchd,1970,1.804640381,2.0,489,1766,648,0,,3,2fmCon,Fa,No,664.0,0.0,BLQ,Unf,0,0,TA,290.0,N,Norm,Norm,FuseA,-1.07568666246,4,5,N,0.0,None,CompShg,Gable,ConLD,-0.308889511743,Pave,10,0.00432758480285,AllPub,0.898754561685,1900,1970,2006
490,train,86000.0,GasA,2,SFoyer,1,2,Lvl,Gtl,-3.459801325,Inside,-3.415215532,Reg,0,180,RM,0,None,none,0,5,MeadowV,4,3,CemntBd,CmentBd,0,0,0,CBlock,7,-0.867750727,1,3,Attchd,1970,-1.720695684,1.0,490,630,0,0,,1,Twnhs,TA,Av,515.0,0.0,GLQ,Unf,1,0,Gd,115.0,Y,Norm,Norm,SBrkr,-1.07568666246,8,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,3,-0.632380661797,AllPub,-0.929191516623,1970,2002,2009
491,train,115000.0,GasA,2,2Story,1,1,Lvl,Gtl,-2.3664843,Inside,-3.415215532,Reg,0,160,RM,0,None,none,0,6,MeadowV,3,3,CemntBd,CmentBd,0,4,1,PConc,7,-0.63557912,3,3,BuiltIn,1976,-0.388814234,1.5,491,616,688,0,,3,TwnhsE,TA,Mn,0.0,0.0,Unf,Unf,0,0,Gd,264.0,Y,Norm,Norm,SBrkr,0.366528286207,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-1.73456542516,AllPub,0.894681087738,1976,1976,2008
492,train,133000.0,GasA,2,1.5Fin,1,0,Lvl,Gtl,0.123947281,Inside,0.532219545,Reg,0,50,RL,0,None,none,0,8,NAmes,3,3,Wd Sdng,Wd Sdng,3,3,2,CBlock,7,-1.081348605,1,3,Attchd,1941,0.152633122,1.0,492,958,620,0,,3,1Fam,TA,No,403.0,165.0,BLQ,Rec,1,0,TA,238.0,Y,Artery,Norm,FuseA,-1.07568666246,7,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.263971033842,AllPub,-0.929191516623,1941,1950,2006
493,train,172785.0,GasA,3,2Story,1,1,Lvl,Gtl,1.095818724,Corner,1.379885837,IR1,0,60,RL,0,None,none,0,5,Gilbert,3,4,VinylSd,VinylSd,0,0,0,PConc,7,-0.203739931,2,3,Attchd,2006,-0.088449277,2.5,493,728,728,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,728.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.419493999136,AllPub,-0.929191516623,2006,2006,2006
494,train,155000.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.227957758,Inside,0.171857693,Reg,0,20,RL,0,None,none,0,6,NAmes,3,3,BrkFace,Wd Sdng,0,2,1,CBlock,7,-0.76559522,1,3,Detchd,1964,-0.457977217,1.5,494,1269,0,0,,3,1Fam,TA,No,374.0,532.0,BLQ,LwQ,0,0,TA,363.0,Y,Norm,Norm,FuseA,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.490590763775,AllPub,-0.929191516623,1960,1960,2008
495,train,91300.0,GasA,3,1Story,1,1,Lvl,Gtl,-0.846986996,Inside,-0.830615574,Reg,0,30,RM,0,None,none,0,12,OldTown,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-0.928115345,1,3,Attchd,1938,-1.214817863,1.0,495,886,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Fa,190.0,Y,Artery,Norm,FuseA,0.282322024321,8,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-2.08146232141,AllPub,0.906833616967,1938,1996,2009
496,train,34900.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.240856939,Inside,-0.287413293,Reg,0,30,C (all),0,None,none,0,11,IDOTRR,3,3,Wd Sdng,Wd Sdng,2,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.542848013,1.0,496,720,0,0,,2,1Fam,TA,No,495.0,0.0,Rec,Unf,0,0,TA,225.0,N,Norm,Norm,FuseA,1.96059417615,5,4,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.436093171502,AllPub,-0.929191516623,1920,1950,2009
497,train,430000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.6940509,Inside,0.887325522,IR1,0,20,RL,0,None,none,0,5,NoRidge,3,4,BrkFace,BrkFace,0,4,1,PConc,7,0.33954163,2,3,Attchd,1992,3.413173765,3.0,497,3228,0,0,,4,1Fam,TA,No,1231.0,0.0,GLQ,Unf,1,0,Gd,1969.0,Y,Norm,Norm,SBrkr,0.921131704556,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,10,2.3867136167,AllPub,1.28013068935,1992,1993,2007
498,train,184000.0,GasA,4,1.5Fin,1,1,Lvl,Gtl,0.045963973,Inside,-0.287413293,Reg,0,50,RL,0,None,none,0,6,BrkSide,4,3,Wd Sdng,Wd Sdng,4,0,0,PConc,7,-1.081348605,1,3,Detchd,1925,0.630845749,2.0,498,1133,687,0,Pave,4,1Fam,TA,No,329.0,0.0,Rec,Unf,1,0,TA,697.0,Y,Norm,Norm,SBrkr,1.06800765306,6,7,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.12439498211,AllPub,-0.929191516623,1925,1950,2008
499,train,130000.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.2606176,Inside,-0.048936931,Reg,0,20,RL,89,BrkFace,none,0,6,Sawyer,3,3,HdBoard,HdBoard,3,0,0,PConc,7,-0.858463863,3,3,Attchd,1967,-1.189128755,1.0,499,899,0,0,,3,1Fam,TA,No,450.0,0.0,ALQ,Unf,0,0,TA,414.0,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.155023418642,AllPub,0.475044687169,1967,2004,2009
500,train,120000.0,GasA,1,1Story,1,1,Lvl,Gtl,-0.328396482,Inside,0.171857693,IR1,0,20,RL,0,None,Shed,480,6,NAmes,3,3,MetalSd,MetalSd,1,0,0,CBlock,7,-0.816672973,3,3,Attchd,1958,-1.163439647,1.0,500,912,0,0,,2,1Fam,TA,No,111.0,279.0,BLQ,LwQ,0,1,TA,522.0,Y,Norm,Norm,SBrkr,1.6237479257,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.0686652885316,AllPub,-0.207684937776,1958,1985,2007
501,train,113000.0,GasA,2,2Story,1,1,Lvl,Gtl,-3.040308567,Inside,-3.415215532,Reg,0,160,RM,285,BrkFace,none,0,5,BrDale,3,3,HdBoard,HdBoard,0,0,0,CBlock,7,-0.969906234,1,3,Detchd,1973,-0.558757564,1.5,501,672,546,0,,3,Twnhs,TA,No,356.0,0.0,BLQ,Unf,0,0,TA,316.0,Y,Norm,Norm,SBrkr,0.438790378283,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.538495751262,AllPub,0.906833616967,1973,1973,2007
502,train,226700.0,GasA,3,2Story,1,2,Lvl,Gtl,0.187578722,Inside,0.37741257,Reg,0,60,FV,0,None,none,0,2,Somerst,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.604217262,2,3,Attchd,2005,0.528089317,2.5,502,866,902,0,,3,1Fam,TA,No,400.0,0.0,GLQ,Unf,0,0,Gd,466.0,Y,Norm,Norm,SBrkr,1.10773261696,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.151359059632,AllPub,-0.929191516623,2005,2005,2008
503,train,140000.0,GasA,4,1Story,1,1,Lvl,Gtl,0.056685248,Corner,0.171857693,Reg,0,20,RL,0,None,Shed,400,4,Edwards,3,3,MetalSd,MetalSd,4,0,0,CBlock,7,-0.055150102,1,2,Detchd,1965,-0.566661905,1.0,503,1214,0,0,,2,1Fam,TA,No,698.0,96.0,ALQ,GLQ,1,0,TA,420.0,Y,Feedr,Norm,SBrkr,-1.07568666246,7,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.412314904449,AllPub,-0.929191516623,1965,1965,2007
504,train,289000.0,GasA,2,1Story,1,1,Lvl,Gtl,1.098837454,Inside,1.234522179,IR1,0,20,RL,0,None,none,0,3,Crawfor,3,3,BrkFace,Wd Sdng,2,3,2,CBlock,7,0.051648837,3,3,Attchd,1959,0.59330013,2.0,504,1801,0,0,,1,1Fam,TA,No,1247.0,0.0,ALQ,Unf,1,0,TA,254.0,Y,Norm,Norm,SBrkr,0.756625226684,8,7,Y,0.0,None,CompShg,Gable,WD,3.16603384279,Pave,6,0.796850005678,AllPub,-0.929191516623,1959,1997,2010
505,train,147000.0,GasA,2,2Story,1,1,Lvl,Gtl,-2.648508609,Inside,-3.017376908,Reg,0,160,RL,0,None,none,0,6,NPkVill,3,3,Plywood,Brk Cmn,0,2,1,CBlock,7,-0.152662177,1,3,Attchd,1974,-0.353244699,2.5,505,855,467,0,,3,TwnhsE,TA,No,257.0,495.0,ALQ,Rec,0,1,TA,103.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.171586826005,AllPub,1.27015100117,1974,1974,2009
506,train,124500.0,GasA,3,2Story,2,1,Lvl,Gtl,-0.31258569,Inside,-0.287413293,Reg,0,90,RM,360,BrkFace,none,0,7,OldTown,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-0.338399463,1,3,Detchd,1952,0.907497683,2.0,506,960,1000,0,Grvl,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0,0,TA,960.0,Y,Artery,Norm,SBrkr,-1.07568666246,5,5,N,0.0,None,CompShg,Hip,COD,-0.308889511743,Pave,10,0.0145705729229,AllPub,-0.929191516623,1952,1952,2009
507,train,215000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.137127193,Inside,0.569696316,IR1,0,60,RL,125,BrkFace,none,0,9,SawyerW,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.008715781,2,3,Attchd,1993,0.810669506,2.5,507,1065,846,0,,3,1Fam,TA,No,380.0,0.0,GLQ,Unf,0,0,Gd,397.0,Y,Norm,Norm,SBrkr,0.96017150965,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.32051129072,AllPub,1.04561488754,1993,1994,2006
508,train,208300.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.24509245,Inside,0.37741257,IR1,0,20,FV,0,None,none,0,9,Somerst,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.943187808,3,3,Attchd,2009,-0.558757564,2.0,508,1218,0,0,,2,1Fam,TA,No,27.0,0.0,GLQ,Unf,0,0,Gd,1191.0,Y,Norm,Norm,SBrkr,1.07821190947,5,6,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,4,0.418090373347,AllPub,-0.929191516623,2009,2009,2009
509,train,161000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.146545835,Inside,-0.287413293,Reg,0,70,RM,0,None,none,0,10,OldTown,5,3,MetalSd,MetalSd,0,4,1,BrkTil,7,-0.524136749,1,3,Detchd,1928,-0.242583926,2.0,509,689,689,0,,3,1Fam,TA,No,141.0,0.0,Rec,Unf,0,0,TA,548.0,Y,Norm,Norm,SBrkr,-1.07568666246,9,7,N,0.0,None,CompShg,Gambrel,WD,-0.308889511743,Pave,7,-0.501660244431,AllPub,-0.929191516623,1928,2005,2008
510,train,124500.0,GasA,4,1Story,1,1,Lvl,Gtl,0.146545835,Corner,0.569696316,Reg,0,20,RL,132,BrkFace,none,0,7,NAmes,3,3,MetalSd,MetalSd,3,0,0,CBlock,7,-0.942045641,2,3,Attchd,1959,-0.908524651,1.0,510,1041,0,0,,3,1Fam,TA,No,991.0,0.0,ALQ,Unf,1,0,TA,50.0,Y,Norm,Norm,SBrkr,1.00242511096,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.148661913948,AllPub,1.17434201587,1959,1959,2009
511,train,164900.0,GasA,4,1Story,1,1,Lvl,Gtl,0.963162135,Inside,0.37741257,Reg,0,20,RL,70,BrkCmn,Shed,2000,6,NAmes,3,4,Wd Sdng,Wd Sdng,0,3,2,CBlock,6,-0.858463863,1,3,CarPort,1951,-0.272225205,1.0,511,1363,0,0,,2,1Fam,TA,No,650.0,180.0,BLQ,Rec,1,0,TA,178.0,Y,Norm,Norm,SBrkr,0.633193407753,7,5,Y,0.0,None,CompShg,Hip,WD,3.19879236579,Pave,6,0.0949449194324,AllPub,1.41702700146,1951,2000,2009
512,train,202665.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.531965847,Inside,-1.495441437,IR1,0,120,RL,94,Stone,none,0,3,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.005214515,2,3,Attchd,2005,-0.262344778,2.0,512,1368,0,0,,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,1368.0,Y,Norm,Norm,SBrkr,0.545028498069,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,6,0.625704759117,AllPub,0.856947544308,2005,2006,2006
513,train,129900.0,GasA,2,1Story,1,1,Lvl,Gtl,0.041658995,Corner,0.171857693,Reg,0,20,RL,0,None,none,0,7,NAmes,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,0.701729336,1,3,Detchd,1964,-1.258291738,1.0,513,864,0,0,,3,1Fam,TA,No,521.0,174.0,BLQ,LwQ,1,0,TA,169.0,Y,Feedr,Norm,SBrkr,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.155023418642,AllPub,-0.929191516623,1958,1958,2006
514,train,134000.0,GasA,2,1Story,1,1,Bnk,Gtl,0.060317169,Corner,0.214118884,Reg,0,20,RL,0,None,none,0,6,Mitchel,4,3,VinylSd,VinylSd,0,0,0,PConc,7,0.051648837,1,3,Attchd,1983,-0.831457327,1.5,514,1080,0,0,,3,1Fam,TA,No,336.0,0.0,ALQ,Unf,0,0,TA,748.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.216898587731,AllPub,0.803320152167,1983,1983,2007
515,train,96500.0,Grav,1,1.5Unf,1,1,Lvl,Gtl,0.339744543,Inside,-0.546651856,Reg,0,45,RL,0,None,none,0,6,Crawfor,3,3,Wd Sdng,Wd Sdng,3,0,0,BrkTil,7,-1.267085891,1,1,Detchd,1926,-1.406498131,1.0,515,789,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,768.0,N,Norm,Norm,SBrkr,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.338357814396,AllPub,-0.929191516623,1926,1950,2007
516,train,402861.0,GasA,4,1Story,1,3,Lvl,Gtl,0.619736247,Inside,1.050172829,Reg,0,20,RL,305,BrkFace,none,0,9,NridgHt,3,5,CemntBd,CmentBd,0,4,1,CBlock,7,1.983316607,3,3,Attchd,2009,1.026062797,2.5,516,2020,0,0,,3,1Fam,TA,No,1436.0,0.0,GLQ,Unf,1,0,Ex,570.0,Y,Norm,Norm,SBrkr,0.756625226684,5,10,Y,0.0,None,CompShg,Hip,New,-0.308889511743,Pave,9,1.3636285812,AllPub,0.95351889119,2009,2009,2009
517,train,158000.0,GasA,2,SLvl,1,1,Lvl,Gtl,0.312532454,Corner,0.569696316,IR1,0,80,RL,333,BrkFace,none,0,8,NWAmes,3,3,HdBoard,HdBoard,4,3,1,CBlock,7,0.511348619,2,3,Attchd,1972,1.221695235,2.5,517,1378,741,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,689.0,Y,Norm,Norm,SBrkr,1.08822964041,6,6,Y,0.0,None,CompShg,Gable,COD,-0.308889511743,Pave,7,-0.501660244431,AllPub,-0.929191516623,1972,1972,2009
518,train,265000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.26696302,Inside,0.532219545,IR1,0,60,RL,921,BrkFace,none,0,7,NoRidge,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.932238854,2,3,Attchd,1996,1.666314414,2.5,518,1277,1067,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,1264.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.483573994568,AllPub,1.16295421049,1996,1997,2009
